codigo_barras,descricao,marca,grupo,quantidade,acucaresAdicionadosG,acucaresG,calcioMg,carboidratoG,cobreMg,colesterolMg,energiaKcal,energiaKj,ferroMg,fibraG,fosforoMg,gordurasMonoinsaturadasG,gordurasPoliinsaturadasG,gordurasSaturadasG,gordurasTransG,lipideosG,magnesioMg,manganesMg,niacinaMg,piridoxinaMg,potassioMg,proteinaG,retinolMcg,riboflavinaMg,sodioMg,tiaminaMg,vitaminaCMg,zincoMg
7891031409466,Ketchup Hemmer,HEMMER,Ketchup,320 g,14.5089,15.2653,10.221,15.4857,0.0319,0,66.0957,281.3504,0.1511,0.4666,6.6487,,,0.0044,,0.0751,4.3381,0.0591,0.152,0.0242,69.8957,0.3108,0,0.0084,576.3922,0.0093,2.4958,0.0373
7891031409848,Ketchup,Madero,Ketchup,,,,,22.5,,,108.3333,,,,,,,,,,,,,,,,,,,,,
7891031410264,Mostarda Com Mel Hemmer Gourmet Squeeze 200g,HEMMER,,200g,,,,29,,,168,708.4,,3.3,,,,0.2,0,3.5,,,,,,3.5,,,,,,
7891031410271,Mostarda Dijon Hemmer Squeeze 200g,HEMMER,Molhos,200g,0,0,,5,,,91.6667,383.3333,,0,,,,0,,0,,,,,,0,,,1666.6667,,,
7891031411025,Molho Carpaccio Hemmer Vidro 210g,HEMMER,,210g,,,,8.25,,,195,815.88,,,,,,,,0,,,,,,5.5,,,,,,
7891031411094,Chutney Manga Hemmer Vidro 210g,HEMMER,,210g,,,,21.75,,,87.5,366.1,,,,,,,,0,,,,,,0,,,,,,
7891031411117,Molho Pesto Vermelho Hemmer Vidro 200g,HEMMER,en:Pestos,200g,,,,12.5,,,370,1548.08,,,,,,,,0,,,,,,3.5,,,,,,
7891031412022,Maionese Tradicional Hemmer Squeeze 290g,HEMMER,Maioneses,290g,3.332,3.332,,6.67,,,317,1300.451,,,,,,5,,31.7,,,,,,0.833,,,792,,,
7891031412046,HEMMER Maionese com Tomate Seco,HEMMER,Groceries,290g,0,0,,1,,,70,293,,0,,,,1,,7,,,,,,0,,,80,,,
7891031412060,Maionese Toque Limão,,,,,2.7,,5.5,,,315,1299.6,,,,,,5.6,,32,,,,,,1.3,,,,,,
7891031412091,Maionese Tradicional,"HEMMER, Heinz",Mayonnaises,930g,3,3.1,,8,,,295,1209,,0,,,,5.1,0.4,29,,,,,,0,,,795,,,
7891031412176,Maionese,HEMMER,,500g,2.8,2.9,,6.7,,,319,1314.9,,0,,,,5.3,0,32,,,,,,1,,,792,,,
7891031413012,Molho Para Churrasco Chimichurri Hemmer Vidro 200g,HEMMER,,200g,,,,5,,,625,2615,,,,,,,,0,,,,,,0,,,,,,
7891031415016,Molho Para Salada Rosé Hemmer Squeeze 285ml,SQUEEZE,,285ml,,,,13.0769,,,176.9231,740.2462,,,,,,,,0,,,,,,0,,,,,,
7891031415047,Molho Para Salada Caesar Hemmer Squeeze 280ml,SQUEEZE,,280ml,,,,8.4615,,,238.4615,997.7231,,,,,,,,0,,,,,,0,,,,,,
7891031415061,Molho Para Salada Caseiro Hemmer Squeeze 280ml,SQUEEZE,,280ml,,,,6.1538,,,292.3077,1223.0154,,,,,,,,0,,,,,,0,,,,,,
7891031415085,Molho American Hemmer Burger Squeeze 300g,SQUEEZE,,300g,,,,10.8333,,,241.6667,1011.1333,,,,,,,,0,,,,,,0,,,,,,
7891031453087,KALASSI Molho de Pimenta Sweet Chili Sauce,KALASSI,Alimentos processados,300ml,57.7333,4,,5,,,20,84,,0,,,,0,,0,,,,,,0,,,120,,,
7891032012207,Ervilhas em conserva Olé 280g,,en:canned-vegetables,,,,,5,,,28,,,1.9,,,,,,,,,,,,1.9,,,444,,,
7891032012351,Olé - Ervilha,Olé,,250,,,,5.8824,,,32.3529,138,,,,,,,,0,,,,,,2.2353,,,,,,
7891032013105,Milho em conserva olé,,,,,,,10,,,57,252,,1.8,,,,,,1,,,,,,1.8,,,,,,
7891032015185,Extrato de tomate,Olé,Polpas de tomate,270 g,12.5381,14.3712,8.229,1.7,0.0412,0,7,29,0.1359,0,20.9328,,,0,,0,8.1691,0.0653,0.487,0.0614,195.6164,0,0,0.0166,61,0.0292,11.6132,0.0787
7891032015215,Tomate pelado,Olé,,,,1.6,,7.8,,,40,,,1.2,,,,,,,,,,,,1.5,,,748.0315,,,
7891032015222,Tomates pelados em cubos,Olé,en:canned-vegetables,390 g,,,,,,,41,,,2,,,,,,,,,,,,1.7,,,18,,,
7891032015505,Extrato de tomate,,,,,2,,5.3333,,,36.6667,,,,,,,,,,,,,,,,,,393.3333,,,
7891032015604,Extrato tomate,,,,,2,,5.3333,,,36.6667,,,,,,,,,,,,,,,,,,393.3333,,,
7891032018124,Goiabada,Olé,,,,20,,22,,,94,,,0.7,,,,,,,,,,,,,,,,,,
7891032018148,Goiabada,Olé,,,,52.5,,57.5,,,235,993.5,,2,,,,0,,0,,,,,,0,,,0,,,
7891032019343,Geleia de goiaba,,,,,60,,65,,,260,,,,,,,,,,,,,,,,,,,,,
7891032019749,Geleia de amora,,,,,60,,65,,,265,,,,,,,,,,,,,,,,,,,,,
7891035621109,REPELEX P,Kaique,,,,,,,,,47,,,,,,,2,,3,,,,,,5,,,,,,
7891042000201,"Lipton Ice Tea 1,5l Limao",LIPTON,Chás gelados,1.5l,0,,,9,,,35,146.44,,,,,,,,0,,,,,,0,,,,,,
7891042005206,Chá Pronto Com Limão Lipton Ice Tea Lata 340ml,LIPTON,,340ml,,,,8.8235,,,35.8824,150.1318,,,,,,,,0,,,,,,0,,,,,,
7891042005213,Chá Preto Ice Tea Pêssego Lipton Lata 340ml,LIPTON,,340ml,,,,7.6471,,,30.8824,129.2118,,,,,,,,0,,,,,,0,,,,,,
7891042007842,Amendocrem,Fugini,Manteigas de amendoim,200g,0,0,,5.5,,,122,516.6,,0.9,,,,1.9,0,10,,,,,,2.7,,,160,,,
7891042096136,Claybom Cremosa sem sal,Claybom,Margarinas,500g,0,0,,0,,,450,1850,,0,,,,15,1,50,,,,,,0,,,0,,,
7891042101670,Azeite Gallo Português Tipo único,GALLO,,,,,,0,,,830.7692,3475.9385,,,,,,,,92.3077,,,,,,0,,,,,,
7891048000090,DR. OETKER Chocolate em Pó 70% Cacau,DR OETKER,Groceries,200g,70,70,,75,,,385,1550,,10,,,,2,,4,,,,,,7.5,,,0,,,
7891048000106,Chocolate em po soluvel - Dr Oetker,DR OETKER,,,31,31,,42,,,313,1483,,23,,,,4.8,,8,,,,,,17,,,123,,,
7891048000427,Cacau solúvel Dr. Oekter,Dr.Oetker,en:cocoa-and-chocolate-powders,150g,0.5,0.5,,17,0,,335,1405,0,30.5,0,,,7,,12,0,0,,,,24.5,0,,120,,0,0
7891048000458,DR. OETKER Chocolate em Pó Black,Dr. Oetker,Chocolate powders,200g,0,1,140,9,3.9,0,70,293,48.5,5,690,,,0.6,,1,500,4.1,1.15,0.005,3900,6,0,0.12,0,0.076,0.25,6.4
7891048002209,Milkshake,,,34g,,21,,27,,,143,603.3,,1.9,,,,2.4,,2.8,,,,,,1.5,,,350,,,
7891048014004,Granulado Oetker Tradicional,DR OETKER,,,,,,80,,,480,2008.32,,,,,,,,16,,,,,,0,,,,,,
7891048014011,Confeito Dr Oetker 80gr Estrelinha,DR OETKER,,80g,,,,86.6667,,,420,1757.28,,,,,,,,8,,,,,,0,,,,,,
7891048014028,Confeito Dr Oetker Chocolate Bolinha,DR OETKER,,80 g,,,,64,,,488,2041.792,,,,,,,,24,,,,,,8.4,,,,,,
7891048014035,Chocolate Granulado Dr Oetker Mesclado,DR OETKER,,130 g,,,,80,,,480,2008.32,,,,,,,,16,,,,,,0,,,,,,
7891048014073,Color Bolinhas Oetker,DR OETKER,,,,,,68,,,468,1958.112,,,,,,,,20.4,,,,,,4.4,,,,,,
7891048014110,Micanga Dr Oetker Decorfesta,DR OETKER,,,,,,92,,,352,1472.768,,,,,,,,0,,,,,,0,,,,,,
7891048014196,Coco ralado,Dr. Oetker,,,,5.2,,18,,,671,2682,,,,,,49,,61,,,,,,7,,,38,,,
7891048014219,Confeito Gotas Oetker Chocolate,DR OETKER,,,,,,64,,,540,2259.36,,,,,,,,30,,,,,,2.4,,,,,,
7891048014431,DR. OETKER Cobertura Chocolate Branco em Barra Dr. Oetker (Branco),Dr. Oetker,White chocolates,1 kg,10.9375,58,,59,,,540,2260,,0,,,,20,,32,,,,,,5.8,,,0,,,
7891048036013,Chá De Boldo Do Chile Com 15 Sachês Dr.oetker 15g,DR OETKER,,15g,,,,0,,,0,0,,,,,,,,0,,,,,,0,,,,,,
7891048036020,Chá De Camomila Com 15 Sachês Dr.oetker 15g,Dr. Oetker,,15g,0,,,0,0,,0,0,0,,0,,,,,0,0,0,,,,0,0,,,,0,0
7891048036044,Chá De Capim Cidreira Com 15 Sachês Dr.oetker 15g,DR OETKER,en:teas,15g,,,,0,,,0,0,,,,,,,,0,,,,,,0,,,,,,
7891048036068,DR. OETKER Chá de Hortelã,Dr. Oetker,Teas,100g,0,0,,0,,,1,4,,0,,,,0,,0,,,,,,0,,,0,,,
7891048036082,DR. OETKER Chá Preto,Dr. Oetker,Teas,30g,0,0,0,0,0.01,0,0,0,0.02,0,1,,,0,,0,3,0.22,0,0,37,0,0,0.014,0,0,0,0.02
7891048036129,Silvestre,Dr.Oetker,,30g,,,,2,,,2.5,,,3,,,,,,1,,,,,,,,,,,,
7891048036228,Cha Oetker Fl Fr Laranja C/esp C/15 Saq,DR OETKER,,30g,,,,0,,,0,0,,,,,,,,0,,,,,,0,,,,,,
7891048036235,Cha Oetker Fl Fr Maca Canela C/15 Saq,DR OETKER,,,,,,0.5,,,0,0,,,,,,,,0,,,,,,0,,,,,,
7891048036266,Cha Oetker Fl Fr Morango C/15 Saq,DR OETKER,,,,,,0.5,,,0,0,,,,,,,,0,,,,,,0,,,,,,
7891048036297,Cha Oetker Fl Fr Pessego C/15 Saq,DR OETKER,,,,,,0.5,,,0,0,,,,,,,,0,,,,,,0,,,,,,
7891048036402,Cha Oetker Doce Manha,DR OETKER,,,,,,0,,,0,0,,,,,,,,0,,,,,,0,,,,,,
7891048036419,"Vermelho Dr. Oetker 15 Sachês 22,5 G G",DR OETKER,,22.5g,,,,0,,,0,0,,,,,,,,0,,,,,,0,,,,,,
7891048036891,Cha Misto Dr.oetker Hib/cha/can/pim/mor/mirt 15u,DR OETKER,,,,,,0,,,0,0,,,,,,,,0,,,,,,0,,,,,,
7891048038123,"Chá Misto de Camomila, Capim-Cidreira, Hortelã e Erva-Doce-Nacional","Dr. Oetker,Dr.Oetker",Alimentos à base de plantas.,"15 g, 10 u",0,0,,0,,,0,0,,0,,,,0,,0,,,,,,0,,,0,,,
7891048038475,Chá Misto Fortalece.SER - Dr. Oetker - Dr. Oetker - Dr. Oetker - Dr. Oetker,,,15g,,,,0.71,,,0.02,,,,,,,,,,,,,,,,,,,,,
7891048040003,Fermento Químico Em Pó Dr. Oetker 100g,DR OETKER,Mercearias,100g,0,0,,20,,,142.8571,600,,0,,,,0,,0,,,,,,0,,,0,,,
7891048040065,DR. OETKER Fermento Biológico Seco Instantâneo,Dr. Oetker,panificação,125g,0,0,,18,,,350,1500,,22,,,,2,,6,,,,,,44,,,0,,,
7891048042281,DR. OETKER Chá Misto Hibisco e Cranberry,Dr. Oetker,Teas,"10 sachês, 10g",0,0,,0.2,,,1,4,,0,,,,0,,0,,,,,,0,,,0,,,
7891048043035,DR. OETKER Essência de Baunilha,Dr. Oetker,en:sodas,30ml,0,0,,0,,,0,153.3333,,0,,,,0,,0,,,,,,0,,,0,,,
7891048044261,Brigadeirao Dr Oetker Brigadeirao,DR OETKER,,,,,,90.9091,,,381.8182,1597.5273,,,,,,,,0,,,,,,0,,,,,,
7891048044278,Manjar De Coco Calda De Ameixa,DR OETKER,,,,,,89.2857,,,410.7143,1718.4286,,,,,,,,5,,,,,,0,,,,,,
7891048044438,Mousse Dr.oetker 70gr Chocolate,DR OETKER,,70g,,,,65.5172,,,420.6897,1760.1655,,,,,,,,13.1034,,,,,,10.6897,,,,,,
7891048044476,Po P/mousse Chocolate Rs.,DR OETKER,,,,,,65.5172,,,420.6897,1760.1655,,,,,,,,13.1034,,,,,,10.6897,,,,,,
7891048044506,Pudim Coco Light Dr. Oetker,DR OETKER,,,,,,83.3333,,,333.3333,1394.6667,,,,,,,,0,,,,,,0,,,,,,
7891048044513,Pudim Dr.oetker Baunilha Diet,DR OETKER,,,,,,83.3333,,,333.3333,1394.6667,,,,,,,,0,,,,,,0,,,,,,
7891048044520,Pudim Diet Caramelo,Dr. Oetker,en:confectioneries,,,,,4.8,,,19,,,,,,,,,,,,,,,,,,,,,
7891048044544,Pudim Diet Chocolate,Dr. Oetker,,,,,,4.6,,,22,92.3,,0.7,,,,,,0,,,,,,0.5,,,38,,,
7891048045008,Chanti Neve Dr. Oetker 50g,DR OETKER,,50g,,,,82.8571,,,471.4286,1972.4571,,,,,,,,14.2857,,,,,,0,,,,,,
7891048045107,Creme Chantilly Dr.oetker Decorfesta,DR OETKER,,,,,,20,,,335,1401.64,,,,,,,,25,,,,,,0,,,,,,
7891048045114,Pudim Dr.oetker Baunilha,DR OETKER,,,,,,90.9091,,,372.7273,1559.4909,,,,,,,,0,,,,,,0,,,,,,
7891048045138,Pudim Dr.oetker Chocolate,DR OETKER,,,0,,,12,,,87,362.3,,,,,,,,2.9,,,,,,3,,,0,,,
7891048045145,Pudim Dr.oetker Coco,DR OETKER,,,,46.3636,,90.9091,,,363.6364,1545.4545,,0,,,,0,,0,,,,,,0,,,200,,,
7891048045152,Pó Para Pudim Morango Dr. Oetker Caixa 50g,DR OETKER,Sobremesas,50g,53.5714,,,90.9091,,,372.7273,1559.4909,,,,,,,,0,,,,,,0,,,,,,
7891048045466,Gelatina Algodão Doce,Dr. Oetker,Preparados para gelatina,20g,54,54,,60,,,360,1500,,0,,,,0,,0,,,,,,28,,,2020,,300,
7891048046081,Pudim Caneca Dr Oetker Chocolate,DR OETKER,,,,,,85,,,370,1548.08,,,,,,,,1.5,,,,,,3,,,,,,
7891048046494,Aveia + whey,Dr peteleco,,,,,,43,,,236,1040.4,,4.9,,,,,,2.8,,,,,,9.8,,,,,,
7891048046654,Gelatina Diet Morango Dr.oetke,DR OETKER,,,,,,0.7,,,7,30.6,,,,,,,,0,,,,,,1.1,,,,,,
7891048046661,Gelatina Diet,Dr.Oetker,es:gelatinas,12 g,,,,30,,,306.6667,1303.3333,,,,,,,,0,,,,,,46.6667,,,,,,
7891048047088,Flan,,,,,11,,12,,,85,358.6,,,,,,1.8,,2.8,,,,,,3,,,,,,
7891048047101,Flan Chocolate Dr Oetker,DR OETKER,en:Flans,,,,,77.7778,,,344.4444,1441.1556,,,,,,,,0,,,,,,0,,,,,,
7891048048948,Abacaxi Dr. Oetker,DR OETKER,,,,,,81.25,,,368.75,1542.85,,,,,,,,0,,,,,,8.125,,,,,,
7891048048993,Gelatina zero,DR OETKER,,,,,,0.7,,,7,,,,,,,,,,,,,,,1.1,,,,,,
7891048050057,Gelatina Em Pó Sem Sabor Incolor Dr. Oetker 24g,DR OETKER,en:mixes-for-jelly-desserts,24g,,,,0,,,111.1111,464.8889,,,,,,,,0,,,,,,26.6667,,,,,,
7891048050200,Gelatina Abacaxi Oetker R,DR OETKER,,,,,,71.4286,,,357.1429,1494.2857,,,,,,,,0,,,,,,18.5714,,,,,,
7891048050217,Gelatina Dr.oetker Amora,DR OETKER,,,,,,71.4286,,,357.1429,1494.2857,,,,,,,,0,,,,,,18.5714,,,,,,
7891048050224,Gelatina Cristal Oetker Cereja Rs,DR OETKER,,,,,,71.4286,,,357.1429,1494.2857,,,,,,,,0,,,,,,18.5714,,,,,,
7891048050231,Gelatina Dr.oetkker Framboesa R,DR OETKER,,,,,,71.4286,,,357.1429,1494.2857,,,,,,,,0,,,,,,18.5714,,,,,,
7891048050248,Gelatina Dr.oetker Limao,DR OETKER,,,,,,71.4286,,,357.1429,1494.2857,,,,,,,,0,,,,,,18.5714,,,,,,
7891048050255,Gelatina Dr.oetker Maracuja,DR OETKER,,,,,,70,,,357.1429,1494.2857,,,,,,,,0,,,,,,18.5714,,,,,,
7891048050262,Gelatina Dr.oetker Morango,DR OETKER,,,,,,71.4286,,,357.1429,1494.2857,,,,,,,,0,,,,,,18.5714,,,,,,
7891048050286,Gelatina Dr.oetker Tutti Frutti,DR OETKER,,,,,,71.4286,,,357.1429,1494.2857,,,,,,,,0,,,,,,18.5714,,,,,,
7891048050293,Gelatina Dr.oetker Uva,DR OETKER,,30g,,,,70,,,371.4286,1554.0571,,,,,,,,0,,,,,,18.5714,,,,,,
7891048050606,Gelatina Dr.oetker Abacaxi 20g,DR OETKER,en:dessert-mixes,20g,2,2,,2,,,13,51,,,,,,,,0,,,,,,1,,,77,,13,
7891048050613,Getalina Dr.oetker Amora 20g,DR OETKER,Gelatina,20g,,,,71.4286,,,357.1429,1494.2857,,,,,,,,0,,,,,,18.5714,,,,,,
7891048050620,Gelatina Cereja,Dr. Oetker,Gelatina,20g,74.3263,2,,2,,,12,50,,,,,,,,0,,,,,,1,,,77,,13,
7891048050637,Gealtina De Frambroesa 20g,DR OETKER,,20g,,,,71.4286,,,357.1429,1494.2857,,,,,,,,0,,,,,,18.5714,,,,,,
7891048050644,Gelatina Dr.oetker De Limao 20g,DR OETKER,,20g,2,2,,2,,,12,51,,,,,,,,0,,,,,,1,,,77,,13,
7891048050651,Gelatina Dr.oetker Maracuja 20g,DR OETKER,,20g,2,2,,2,,,12,51,,,,,,,,0,,,,,,1,,,77,,13,
7891048050668,Gelatina Dr.oetker Morango 20g,DR OETKER,en:dessert-mixes,20g,,2,,2,,,12,51,,,,,,,,0,,,,,,1,,,77,,,
7891048050675,Gelatina Dr.oetker Tutti Frutti 20g,DR OETKER,,20g,,,,71.4286,,,357.1429,1494.2857,,,,,,,,0,,,,,,18.5714,,,,,,
7891048050682,Gelatina Uva,Dr. Oetker,es:gelatina,20 g,54.1667,,,60,,,360,1496,,,,,,,,0,,,,,,28,,,,,,
7891048051054,Maria Mole Dr.oetker Coco,DR OETKER,,,,,,78.5714,,,392.8571,1643.7143,,,,,,,,0,,,,,,14.2857,,,,,,
7891048061688,Mist Bolo Oetker Baunilha,DR OETKER,,,,,,83.7838,,,356.7568,1492.6703,,,,,,,,0,,,,,,4.8649,,,,,,
7891048061695,Mistura Para Bolo De Chocolate Dr. Oetker,DR OETKER,,,,,,81.25,,,359.375,1503.625,,,,,,,,0,,,,,,5.3125,,,,,,
7891048061701,Mistura P/bolo Oetker Coco,DR OETKER,,,,,,84.375,,,359.375,1503.625,,,,,,,,0,,,,,,5.3125,,,,,,
7891048061718,Mistura Para Bolo Sabor Laranja Dr. Oetker 450g,DR OETKER,,450g,,,,81.25,,,356.25,1490.55,,,,,,,,0,,,,,,5.3125,,,,,,
7891048061756,Bolo tradicional,,,,,40.625,,84.375,,,365.625,1555.3125,,1.25,,,,0.3125,,1.5625,,,,,,3.125,,,193.75,,,
7891048061787,Bolo cremoso aipim,Dr. Oetker,Préparations pour gâteaux,400 g,0,57.6923,,88.4615,,,365.3846,1550.7692,,,,,,,,0.3846,,,,,,1.9231,,,350,,,
7891048063118,Massa Pão E Pizza,DR OETKER,,,,,,81.4815,,,362.963,1491.4815,,,,,,,,1.8519,,,,,,2.2222,,,,,,
7891048064023,Sagu Sabor Morango Dr. Oetker 150g,DR OETKER,,150g,,,,93.3333,,,380,1589.92,,,,,,,,0,,,,,,0,,,,,,
7891048064030,Sagu Uva Dr.oetker 150 Gr,DR OETKER,,150g,,,,93.3333,,,383.3333,1603.8667,,,,,,,,0,,,,,,0,,,,,,
7891048066010,Bolo Dr. Oetker Duo Paixao Rs,DR OETKER,,,,,,82.8571,,,360,1506.24,,,,,,,,0,,,,,,4.5714,,,,,,
7891048067000,Mistura Para Brownie Sabor Chocolate Dr. Oetker 480g,DR OETKER,en:Cake mixes,480g,,,,83.871,,,367.7419,1538.6323,,,,,,,,0,,,,,,4.8387,,,,,,
7891048067154,Mist.bolo Dr.oetker Paixao Chocolate,DR OETKER,,,,,,82.8571,,,360,1506.24,,,,,,,,0,,,,,,4.5714,,,,,,
7891048067161,Mist.bolo Dr.oetker Paixao Baunilha,DR OETKER,,,,,,83.3333,,,366.6667,1534.1333,,,,,,,,0,,,,,,4.3333,,,,,,
7891048070246,Bolo de caneca,Dr. Oetker,,,,28,,52,,,351.4286,1036.5715,,,,,,1.4286,,2.2857,,,,,,4,,,207,,,
7891048070253,Mist P/bolo Caneca Dr Oetker Brigadeiro 70gr,DR OETKER,,70g,,,,78.5714,,,400,1673.6,,,,,,,,11,,,,,,6.4286,,,,,,
7891048071007,Amendoim Dr Oetker Torrado E Salgado,DR OETKER,,,,,,8,,,626.6667,2621.9733,,,,,,,,54.6667,,,,,,26.6667,,,,,,
7891048084526,Gelatina sabor fini morango e nata Dr. Oetker,Dr. Oetker,gelatina,20 g,,2.1,,2.3,,,14,57.8,,0,,,,0,,0,,,,,,1.1,,,74,,,
7891048085776,Bolinho com aveia + chia sabor chocolate,Dr. Oetker,Fit,,0,3.4,,52,0,,206,1341.2,0,26,0,,,1,,2.6,0,0,,,,9,0,,348,,0,0
7891053710113,Batata Palha,,,,,0.01,,44,,,492,2047.6,,,,,,10,,32,,,,,,6.8,,,80,,,
7891058001520,Vitamina c efervescente - Tagifor Cewin,,,,,,,85,,,350,,,,,,,,,,,,,,,,,,,,,
7891066002212,Nutrigood,,,,,,,3,,,12,,,,,,,,,,,,,,,,,,,,,
7891066006944,Doce de amendoim,Nutri good,,,,,,5.3,,,62,273.5,,1.6,,,,0.8,,3.6,,,,,,2.2,,,,,,
7891066008948,Mel,Natz,meis,300g,100,0,7.93,,0.017,0,640,2680,0.18,0,5.6,,,0,,0,4.26,0.16,0.11,0.092,70.3,0,0,0.069,0,0,0.8,0.098
7891066009792,Barra de proteínas,,,,,,,45,,,337.5,1652.5,,6.25,,,,5,,10,,,,,,27.5,,,,,,
7891066013843,Sais Para Reidratação Oral,Hidrataliv,,,,69.0369,,69.0369,,,276.1477,1173.6279,,0,,,,0,,0,,,,,2713.1515,0,,,7110.8043,,,
7891066018336,Whey Protein,NutriGood,,,,0,,16.6667,,,400,1695.3333,,0,,,,,,6,,,,,,70,,,233.3333,,,
7891071702473,Levedura de cerveja,,,,,,,5.3,,,48,,,3.2,,,,,,,,,,,,6.4,,,,,,
7891072501853,Coco Ralado Fino,Paitá,,,,,,45.8,,,616,2542.2,,,,,,42.5,,45,,,,,,5.8,,,19,,,
7891072508913,Chia Seeds,Paitá,,,,,,10,,,390,1620,,,,,,,,30,,,,,,20,,,,,,
7891072513016,Coco Ralado Fino,Drasen,,,,,,45.8,,,616,2542.2,,,,,,,,45,,,,,,5.8,,,20,,,
7891075010130,Frutare uva,KIBON,,,,,,25,,,100,425,,0,,,,,0,0,,,,,,0,41666.6667,,0,,41.6667,
7891075010161,Fruttare limões do Sudeste,KIBON,,,,,,22.4138,,,87.931,381.0345,,,,,,,,0,,,,,,0,,,,,,
7891075020023,Picolé coco,KIBON,,,,,,23.3333,,,150,634.1667,,,,,,,,5.5,,,,,,2,,,,,,
7891075060210,Picolé tablito,KIBON,,,,25.9322,,30,,,386.4407,1596.6102,,,,,,15.9322,,27.9661,,,,,,3.0508,,,,,,
7891075080218,Eski-bon,,,,,12.6,,15,,,147,617.5,,,,,,6,,9.2,,,,,,1.3,,,,,,
7891075403192,Sorvete de brigadeiro - Kibon,,,,,34.6154,,38.4615,,,334.6154,1412.3077,,0.9615,,,,11.9231,,19.2308,,,,,,2.3077,,,,,,
7891075403222,Picolé Brigadeiro,KIBON,,,,34.6154,,38.4615,,,334.6154,1404.6154,,,,,,11.9231,,19.2308,,,,,,2.3077,,,,,,
7891079000205,Macarrão Instantâneo Lámen Carne Nissin Miojo Pacote 85g,AJINOMOTO,Macarrão Instantâneo,85g,,,,57.6471,,,440,1840.96,,,,,,,,18.8235,,,,,,10,,,,,,
7891079000212,Macarrão Instantâneo Lámen Galinha Nissin Miojo Pacote 85g,AJINOMOTO,en:pastas,85g,,,,57.6471,,,447.0588,1876.4706,,,,,,,,18.8235,,,,,,11.7647,,,,,,
7891079000229,Nissin Lámen Galinha Caipira,Nissin,Instant noodles,85g,,0.3,,11,,,80,337.5,,0.4,,,,1.4,0,3.2,,,,,,1.7,,,293,,,
7891079000243,Miojo sabor Legumes,Nissin Lámen,,,,,,58.8235,,,442.3529,1882,,2.9412,,,,8.5882,,18.8235,,,,,,9.5294,,,1575.2941,,,
7891079000250,Nissin Lámen Bacon,"Nissin,Nissin Lámen,Ajinomoto Alimentos",Macarrão Instantâneo,85g,1.9672,,,57.6471,,,430.5882,1825.7647,,2.3529,,,,8.1176,0,17.6471,,,,,,10.2353,,,1851.5106,,,
7891079000311,Macarrão Instantâneo Lámen Carne Com Tomate Nissin Miojo Pacote 85g,AJINOMOTO,en:noodles,85g,,,,58.8235,,,435.2941,1821.2706,,,,,,,,17.6471,,,,,,10.3529,,,,,,
7891079000410,Macarrão Instantâneo Talharim Carne Com Tomate Nissin Pacote 99g,AJINOMOTO,,99g,,,,60.6061,,,446.4646,1868.0081,,,,,,,,0,,,,,,10.101,,,,,,
7891079000427,Talharim Sabor Bolonhesa,Nissin Miojo,Macarrão Instantâneo,90g de Macarrão + 9g Tempero,0,,,60,,,441,1878.1,,3.4,,,,8.8,,18,,,,,,9.7,,,1287,,,
7891079000434,Macarrão Instantâneo Talharim Frango Nissin Pacote 99g,AJINOMOTO,massa,99g,0,0,,60.6061,,,450.5051,1884.8485,,3.5354,,,,8.0808,0,18.1818,,,,,,11.1111,,,1404.0404,,,
7891079001004,Macarrão Instantâneo Lámen Carne Suave Turma Da Mônica Nissin Miojo Pacote 85g,Nissin,,85g,,,,60,,,447.0588,1870.4941,,,,,,,,18.8235,,,,,,9.5294,,,,,,
7891079001011,Macarrão Instantâneo Lámen Galinha Suave Turma Da Mônica Nissin Miojo Pacote 85g,Nissin,,85g,0,,,61.1765,,,442.3529,1850.8047,,,,,,,,17.6471,,,,,,9.7647,,,,,,
7891079001028,Macarrão Instantâneo Lámen Tomate Suave Turma Da Mônica Nissin Miojo Pacote 85g,Nissin,Macarrão instantâneo,85g,,,,57.6471,,,447.0588,1907.2941,,4.3529,,,,,,18.8235,,,,,,11.5294,,,1680,,,
7891079001523,Macarrão Instantâneo Picanha Nissin Miojo Cremoso Pacote 88g,AJINOMOTO,,88g,,,,62.5,,,444.3182,1859.0273,,,,,,,,17.0455,,,,,,10.3409,,,,,,
7891079001561,Macarrão Instantâneo Frango Nissin Miojo Cremoso Pacote 88g,AJINOMOTO,,88g,,,,62.5,,,447.7273,1873.2909,,,,,,,,17.0455,,,,,,11.1364,,,,,,
7891079006009,Miojo Espaguete N3,Nissin,,500 g,,1.125,,66.25,,,328.75,1409.25,,4,,,,0.5,,1.5,,,,,,11.5,,,882.5,,,
7891079006016,Espaguete Instantâneo,Nissin,en:Chinese egg noodles,500 g,0,0.3,26.1975,29,0.2696,1.1094,145,609,2.1202,2,212.0055,,,0.4,0,0.7,70.1906,2.1146,0.0482,0.1061,269.4936,5.2,0.5073,0.0061,223,0.25,0.2402,1.8289
7891079008058,Cup Noodles Legumes,Nissin,Macarrão Instantâneo,64 g,,,,57.8125,,,430.9375,1784.375,,3.125,,,,8.4375,,17.1875,,,,,,9.6875,,,1706.5625,,,
7891079011478,Hot sabor Mexicano com Pimenta Jalapeño,"Nissin,Miojo",en:Instant noodles,85 g (80 g macarrão + 5 g tempero),0,,,50,,,374,1571,,2.3,,,,6.9,0,15,,,,,,9.8,,,1456,,,
